isbn,summary,rating
0440200989,"At a glamorous spa, beautiful young Elizabeth Longe tries to discover
the mysterious circumstances surrounding the death of her beloved
sister, Leila LaSalle, a successful actress, and finds her life in
danger",7
0907785735,"While going through the possessions of a deceased guest who owed them
money, the mistress of the inn and her son find a treasure map that
leads to a pirate fortune as well as great danger.",7
0060516283,"When Waterloo veteran Rider Sandman returns home to England from the
war, he finds his country rife with corruption and injustice, and
takes a job investigating the case of a painter sentenced to hang for
a murder he did not commit.",7
0765340747,"Sequel to the New York Times bestselling Faith of the Fallen New York
Times bestselling author Terry Goodkind has created his most lavish
adventure yet.",5
1853260177,"The Wind in the Willows is a book for those &#39;who keep the spirit
of youth alive in them; of life, sunshine, running water, woodlands,
dusty roads, winter firesides.&#39;",8
0330375253,Now a motion picture.,7
0373484410,"Time And Again by Nora Roberts released on Aug 24, 2001 is available
now for purchase.",8
0679736808,"While Frederica Potter, an independent young woman, struggles with a
personal crisis, her friends and family become caught up in the
clashing politics, ideals, shifting sexual roles, and upheaval of the
early 1960s.",5
0316558400,"A survey of life in England in 1000 AD reveals how various people
viewed the end of the millennium and what their daily lives were like",10
8420633933,Spanish translation of &quot;Der Prozess&quot;.,9
0866253718,"Brief biographies of the &quot;Wild West&#39;s&quot; most colorful
gamblers, with information on the atmosphere that fostered gambling as
a form of entertainment.",6
0061000175,"With the attempted murder of Officer Jim Chee, Lieutenant Joe Leaphor
finds three unsolved homicides may be linked to witchcraft buried deep
within the Navajo culture",7
0871401703,"Lorelei Lee, an attractive American diamond-lover of the Roaring
Twenties, meets famous personalities and many rich suitors during a
trip to Europe",6
0385187157,"Stories written while in hiding from the Nazis deal with animals,
elves, young girls, romance, fathers, loneliness, fear, and betrayal
Tales from the Se",8
0515133310,"While hitchhiking through West Texas, former MP Jack Reacher
encounters a young woman seeking protection for herself and her little
girl from her monstrous husband, due to be released from jail, and his
horrible family, but Reacher soon ...",6
0771599196,"The Cornish Foundation, set up by the late Francis Cornish, decides to
fund the doctoral work of Hulda Schnakenburg, a grumpy musical genius
who is completing an unfinished Hoffman opera. Bestseller 1988.",8
0312422156,"Calliope&#39;s friendship with a classmate and her sense of identity
are compromised by the adolescent discovery that she is a
hermaphrodite, a situation with roots in her grandparents&#39;
desperate struggle for survival in the 1920s.",8
0684870258,"Explores the vision of paradise found in traditional religions,
offering a series of prayers and meditations designed to unleash
creativity, passion, and freedom.",6
0140170138,"Thoreau&#39;s narratives of his journeys into the Maine wilderness are
presented",8
0590479172,"If you thought the teacher and principal from the Black Lagoon were
scary, wait until you meet the new gym teacher, Coach Kong!",5
0345450728,"When her daughters leave for college and her husband lands the job of
his dreams, Elizabeth Shore struggles to renew her dreams and passion
for life.",8
0060391677,"The author presents his provocative and controversial views on life,
love, politics, celebrities, sexual obsessions, and other topics",6
0671880160,"An autobiography by the original &quot;shock jock&quot; reveals his
takes on politics, current affairs, and the entertainment business",5
0446611379,"At the request of London police, psychologist Kit Quinn agrees to
evaluate Michael Doll, a sexual predator who slashes her face. As she
recovers, Kit has horrible dreams of a red room. Months later, Doll is
arrested for murder.",4
0743418948,"As Buffy and Angel discover a link between their separate
investigations into the disappearances of missing teenagers, rogue
scientists discover how to open dimensional portals in Sunnydale,
research that could have unexpected consequences.",4
044166251X,"Captain Willard Phule, commander of a handful of military rejects,
leads his company to a distant planet while an alien force attacks
Earth, but they are forced to prepare for battle when the aliens
decide to attack them",9
0671477099,"Originally published: New York: Harmony Books, 1980.",10
014230218X,"When a manitou, a winter earth spirit that is withering and in need of
blood, fastens upon Nina, her sixteen-year-old cousin Ash enters the
Otherworld to stop the spirit.",7
0786885416,"Known to millions of readers of The Perfect Storm as the captain of
the Hannah Boden, sister ship to the Andrea Gail, Linda Greenlaw is
also known as one of the best sea captains on the East Coast.",8
0671676547,"Shari Cooper returns from her &quot;supposed death&quot; and searches
for her own murderer.",7
0385490445,"Takes readers into the life and mind of Grace Marks, one of the most
notorious women of the 1840s, who is serving a life sentence for
murders she claims she cannot remember",9
0441008364,"The life of Eilish Eam, an orphaned street musician in eighteenth-
century London, changes forever thanks to Erin Rushton, a classical
musician from Seattle in the year 2018, who has visions of a young
girl from the past who desperately ...",7
0553272837,"An irresistible police detective and an eccentric mystery writer
struggle to separate business from pleasure while pursuing a deranged
murderer Then Grace discovers that Kathleen is boosting her income
with an unlikely profession: as an at ...",8
0330369431,Monbiot documents the end of representative government in Britain.,9
0060953675,"Humorous and bittersweet, The Sunday Tertulia brings to life cherished
Latin traditions and celebrates women&#39;s wisdom and spirituality.",5
0345366387,"Relates the story of Tecumseh&#39;s life and destiny to be a great war
chief, as a man who struggles to save the land and way of life of his
people",8
0316781142,"Meeting Thomas Janes for the third time, widowed Linda Fallon
remembers their two previous encounters, the second of which involved
an affair with him that shattered her life. 200,000 first printing.",8
0553290991,"An expanded version of Asimov&#39;s short story,
&quot;Nightfall,&quot; reveals a world on the brink of chaos, torn
between religious fanaticism and scientific denial and faced with the
end of civilization",8
0385335660,"At the Preemption, a mysterious apartment building with a prophetic
doorman, the destinies of an offbeat group of tenants intertwine with
the lives of three characters--James Branch, a shy accountant; Wall
Street lothario Patrick Rigg; and ...",9
0679742433,"Jody Goodman, an aspiring filmmaker, and Claire Roth, a middle-aged
counselor of troubled souls, develop a friendship that allows each to
escape her prescribed role",8
0689855958,"Natalie uses a pseudonym to write her first book, and her friend, Zoe,
pretends to be an agent. With a little help from an English teacher,
the book exceeds everyone&#39;s expectations and becomes a bestseller!",6
0749004517,"James lies in the intensive care unit of a New York hospital, ravaged
by mysterious infections and cared for by Irish immigrant nurse Nuala.",4
0767902025,"A philandering college teacher copes with an attraction to a married
woman that threatens to interfere with his plans for revenge against
his ex-wife Revenge.",4
0684148579,"A high school senior wins a space suit in a soap jingle contest, takes
a last walk wearing &quot;Oscar&quot; before cashing him in for
college tuition, and suddenly finds himself on a space odyssey.",6
0887308716,"The second part of the book teaches you my top-secret methods for
mining humor out of ordinary situations, thus making it easier to mock
the people around you. The third part of the book is made entirely of
invisible pages.",8
0060987529,"Extreme beauty is an affliction Set against the rich backdrop of
seventeenth-century Holland, Confessions of an Ugly Stepsister tells
the story of Iris, an unlikely heroine who finds herself swept from
the lowly streets of Haarlem to a ...",6
0156482401,"Examines the role of language and how it shapes human thought, and
includes a chapter discussing the content, form, and hidden messages
of television",7
0670865796,"The disappearance of her three-year-old son Ben threatens to drive a
wedge between Beth Cappadora and her husband, Pat, and transforms her
older son into a troubled delinquent, until, one day, nine years
later, Ben comes back into their ...",6
0590681176,"Tells the true stories of a gorilla that cared for a little boy who
fell into her cage at the zoo, a cat that saved an infant&#39;s life,
and a dolphin that rescued a drowning woman.",10
0345325818,"&quot;Tolkien considered THE SILMARILLION his most important work,
and, though it was published last and posthumously, this great
collection of tales and legends clearly sets the stage for all his
other writing.",9
0889740828,"Young lesbian Nomi Rabinovich, unexpectedly dumped by her lover,
attends her mother&#39;s sudden second wedding and is reunited with
her long-lost crush and her beloved gay cousin who both believe the
American government created the AIDS virus ...",8
0062510568,"From the most celebrated anthologizers of gay and lesbian writing,
here are 30 profiles in camaraderie that reveal the loving, sometimes
troubled, but always remarkable relationships between lesbians and gay
men.",7
0312976844,"From the fetid canals of Venice to the high seas to the castles and
hidden Roman tunnels of Orsino, here is a tale that will keep readers
in its thrall until its dramatic and unexpected final scene.",8
0553375067,"Based on studies in psychology and neuroscience, a report on the
rational and emotional properties of the human mind explains how they
shape everything from personal success to physical well-being",6
157322202X,"An ancient manuscript called &quot;The Dream of Scipio&quot; links
three separate centuries--the fifth, the end of the Roman Empire; the
fourteenth, the time of the Black Death; and the twentieth during
World War II--and three stories of love, all ...",9
0786860782,"A veteran NPR commentator and popular correspondent on ABC-TV&#39;s
Day One news program relates his experiences of danger and
discrimination during to his world travels and confinement to a
wheelchair.",6
0345386310,"Jeffrey Clayton, a professor of abnormal psychology, believes that his
father had committed suicide after killing a student more than twenty
years ago, but when odd messages appear and a murder takes place in
his quiet neighborhood, he ...",7
0517084791,"Three classic scientific suspense novels, Andromeda Strain, The
Terminal Man, and The Great Train Robbery, demonstrate what made this
master of the potboiling thriller the best-selling success that he is
today.",7
0679419454,"An accusation of sexual harassment threatens a man&#39;s career in the
cutthroat computer industry, and when he attempts to defend himself,
he uncovers some damaging company secrets.",6
0486278077,"The novel was met with moral outrage by contemporary critics who,
dazzled perhaps by Wilde&#39;s brilliant style, may have confused the
author with his creation, Lord Henry, to whom even Dorian protests,
&#39;You cut life to pieces with your ...",8
0517101351,"Fans of Jurassic Park and Rising Sun, the books and the movies, will
want to own this collection of Crichton&#39;s earlier, technical
suspense novels, which includes Congo, Sphere, and Eaters of the Dead.",7
0385504470,"Assigned to a story on Sudden Infant Death Syndrome, fortyish
journalist Carl Streator finds a poetry anthology that contains an
African chant that becomes lethal when spoken or thought in
someone&#39;s direction, is transformed into an ...",8
0385507593,"In a corporate-governed future world where people take the last names
of the companies they work for, Hack Nike tries to get out of a
contract that requires him to shoot teenagers and finds himself
pursued by a government agent.",7
0140150625,"Selections from the books, notes, and letters of this 19th century
philosopher",8
0312962320,"The first installment of the Savannah Quartet, a saga by the author of
The Waiting Time follows the orphaned Mark Browning home to Savannah,
his mother&#39;s birthplace, where his affections become divided
between two women. Reprint.",10
0886775507,"Stranded on the world of Methuen for more than two hundred years, a
colonizing expedition from Earth depends for their continued survival
on the healing powers of the Eumedicos and the Seekers Veritas.
Original.",3
1569319014,"A new shonen sensation in Japan, this series features Monkey D. Luffy,
whose main ambition is to become a pirate.",10
044900404X,"Septuagenarian Jewish American writer Henry Bech confronts new
challenges in his life, including a much-coveted Nobel Prize, an honor
that stuns him émie Française.",5
0140017917,"In a poor, remote section of southern Mexico, the Red Shirts have
taken control, God has been outlawed, and the priests have been
systematically hunted down and killed.",7
0813027187,"&quot; --James Delle, Franklin and Marshall College The authors in
this collection show how the creation of a collective memory of highly
visible objects and landscapes is an ongoing struggle, their meanings
always being constructed, changed, ...",6
0393312801,"Short stories offer a satiric look at modern life, telling the stories
of a man who survives with just a brain, a soccer player who is turned
into a fly, and a drug addict who exchanges consciousnesses with an
infant",9
0374199698,"Calliope&#39;s friendship with a classmate and her sense of identity
are compromised by the adolescent discovery that she is a
hermaphrodite, a situation with roots in her grandparents&#39;
desperate struggle for survival in the 1920s.",8
0425151867,"The author of Chromosome 6 presents another thriller that gives
readers an unsettling glimpse into the dangers of antidepressant drugs
and tackles the ethics involved in such personality-altering
medications as Prozac. Reissue.",10
0671028375,"After a fatal airline crash in the mountains of North Carolina, Dr.
Temperance Brennan heads to the site to help identify the victims, but
the discovery of body parts that do not belong to any registered
passenger leads the investigation ...",7
0786889616,"Seeking to redeem himself after being suspended from the force, ex-cop
Tyler pursues a grieving man who is determined to bring down at any
cost the railroad company that he blames for his wife&#39;s and
children&#39;s deaths. Reprint.",7
0609805908,"Looks at ways Homer&#39;s &quot;Odyssey,&quot; Shakespeare&#39;s
&quot;King Lear&quot; and &quot;The Tempest,&quot; and T.S.
Eliot&#39;s &quot;Little Gidding&quot; deal with old age and
suffering.",9
0440214114,"Three couples must make decisions about having children, and the
outcome will affect, in unexpected ways, the ties that bind them as
lovers, partners, and friends. By the author of Jewels. Reprint.",8
1931561362,"Software salesman Sid Straw&#39;s life begins a downward spiral after
he writes a series of letters to Hollywood star Heather Locklear, in
hopes of rekindling an acquaintanceship with his former college
classmate.",7
0152018913,"When a young boy sneaks onto the ship of Boris von der Borch, a mean,
greedy old pirate, he discovers that Boris and his mates are not quite
the way they appear. Reprint.",8
0671831267,"An innocent-looking but evil-filled house mysteriously appears at
different times in different cities, each time waiting for the
unwitting victim to rent it and then unleashing the terrifying force
of the devil",5
0345423607,"The sister of novelist Anne Rice revisits the legend of the werewolf
in a novel set in decaying ancient Rome, where a beautiful young woman
with supernatural powers finds herself surrounded by intrigue and
threats to her life.",8
0671014676,"Rescued from a freak accident by an alien ship, Captain Kathryn
Janeway of the Voyager tries to protect her newfound allies from a war
only she can see is coming, but her wits and experience may not be
enough. Original.",7
0449003795,"Kinsey Millhone trusts her life to her instincts as her investigation
into the disappearance of a renowned physician takes her into a dark
and dangerous world of duplicity, betrayal, and double-dealing, in the
noir-influenced novel by the ...",7
0385333927,"The only survivor of his new congregation after a massacre in Rwanda,
Father Terry Dunn teams up with former inmate Debbie Dewey, who is
after the man who conned her out of a fortune.",8
0312962827,"In the year 1367, Owen Archer must find his friend Ned Townley in
order to clear him of or charge him with murder and unravels the
mystery along with the help of his wife, Lucie, in a suspenseful
medieval mystery. Reprint",8
0679454446,"The latest winner of the Florida lottery, JoLayne Lucks faces an
unexpected problem in collecting her winnings, when Bodean Gazzer and
his sidekick steal her ticket, planning to collect the millions to
help their white supremacist group ...",7
0060173629,The Civil Rights Movement and the transformation of America.,9
0486229475,"Explores all aspects of the science of sundials, providing information
on gnomons, scales, and the placement of such instruments as polar,
equatorial, and analemmatic dials",5
0060977337,"Given Michael Moore&#39;s enormous -- and growing -- constituency,
this trade paperback edition brings his unique perspective on the
nation to an even greater audience.",8
0752808753,"Nina Roth and Elizabeth Savage come from different sides of the world
¿ from utterly different sides of the social track.",9
0340660244,"A novel about a girl in London for the first time, who falls in love
with a bad boy while trying to stay cool through a long hot summer.",7
0140081135,"A stunning collection of personal observations that uses images of the
American West to probe larger concerns in lyrical, evocative prose
that is a true celebration of the region.",10
0446517178,"A successful marketing manager and product inventor challenges
conventional ways of thinking and reveals how to successfully market
new ideas",10
0553280406,"Warrior, lover, and scholar, Kerbouchard boldly sweeps through the
castles, villages, and galleys of twelfth-century Europe, in an
adventure that takes him from the shores of Brittany to the steppes of
Russia.",8
0451191749,"A young corporate private investigator and former CIA agent returns to
the world of espionage to save the woman he loves from becoming
strangled in a deadly web of Cold War intrigue and to protect a
presidential hopeful. Original.",9
0140287248,"This is her story: the story of a woman who, whether she tried to live
with or struggle against the harsh ideology of Red China, was treated
with shocking inhumanity.",8
0451203755,"Presents two novellas that involve the emotional isolation and
identity quest of adolescence and a female protagonist embroiled in
darkness by the man in her life.",7
0743477316,"When a waitress from an Appalachicola oyster bar heads south to Miami,
she suddenly finds herself embroiled in a zany mystery set in Florida
involving a man, the mob, a boat, guns, oysters, and a mysterious
coffin. A first novel. Reprint.",9
0312152337,"With heart and soul, passion and poignancy, Tryin&#39; to Sleep in the
Bed You Made follows the lives of two best friends, Gayle Saunders and
Patricia Reid, as they grow, learn, make choices, find love, and find
heartache.",7
1402200412,"Elizabeth Burns weaves the beauty and imagery of her poetic voice into
a story of pain, humor, struggle and ultimate redemption.",9
0553579002,"The X-wing fighter pilots are on the hunt for Warlord Zsinj, who has
suddenly become a greater threat than the Imperials, but when the
Rogue and Wraith Squadrons unite under Wedge&#39;s command, alliances
must prepare for an all-out assault on ...",7
0399146180,"As a local theater group prepares its production of Arsenic and Old
Lace, a tense off-stage drama threatens to bury the play before
opening night., and it is up to suave sleuth Archy McNally to uncover
the culprit. 175,000 first printing.",8
0446608262,"Filled with unrelenting suspense and surprising plot twists at every
terrifying turn, THE LION&#39;S GAME is a heartstopping race against
time and one of Nelson DeMille&#39;s most riveting thrillers.",7
0099993805,Two Supreme Court Justices Justices are dead.,7
0425150143,"The new president of Russia is trying to create a democracy but there
are strong elements trying to stop him.",6
0446341851,"Three generations of Blackwell women--each endowed with passion,
ambition, and tormenting secrets--gather at Dark Harbor, Maine, to pay
homage to Kate Blackwell, ninety-year-old head of the world&#39;s
largest conglomerate.",6
0380800160,"When his younger brother, a prominent lawyer and political power
broker, turns up dead, L.A. playboy Wheeler Cassidy joins forces with
Tanisha Williams, a beautiful but troubled cop, to investigate and
uncovers a violent Chinese criminal ...",8
0515133639,"After saving Alice&#39;s mother Meg from drowning, a mysterious man
named Simon is quickly ensconced in the family as Meg&#39;s husband,
but Alice and her brother Boone become suspicious of his motives.",8
0380809362,"Years later, in peacetime, Charlotte comes to House of Gentle Men, a
mysterious sanctuary where sad, damaged women are administered to by
haunted men wishing to atone for their past crimes.",9
0452279003,A novel on trying to make it in New York City&#39;s musical world.,6
0894801996,"Demonstrates the nearly infinite variety of expressions of the
chocolate lover&#39;s passion and gives numerous helpful hints,
including how to grow chocolate at home",8
0440133688,"The top graduates of their medical class, six young interns become the
newest staff members in an American hospital, and during their
harrowing first year, their dreams are sustained by a supportive
resident known as the Fat Man. Reprint.",8
0743213807,"And in this exceptionally delicious volume in the bestselling series,
Kay Allenbaugh brings us 55 rich, satisfying stories of teen
relationships written by teens of every age and by women who remember
what it was like.",8
0385498411,"The author explores the essence of what it means to be a woman--in
body and mind--as she shares her thoughts on everything from organs to
orgasm and menopause",9
0141014628,This is his story .,7
0670894494,"A novel set against the backdrops of Rome, Florence, and Genoa
recreates the life of Artemisia Gentileschi, whose search for love,
forgiveness, and wholeness through her art led to her fame as a
painter.",7
1559702753,"Commemorating the fiftieth anniversary of the disappearance of a
Holocaust hero from Budapest, a collection of his writings features
correspondences with family members that provide insight into his
beliefs, experiences, and achievements.",6
0689806469,"When mean and angry Judd, who has never known kindness, takes to
drinking and mistreats his dogs, Marty discovers how deep a hurt can
go and how long it takes to heal.",7
159184021X,"Demonstrates the need for companies to develop innovative products,
services, and techniques that consumers will seek out, and provides
examples of successful marketers in today&#39;s changing economy.",8
0674443020,"To the original text of what has become a classic of American
historical literature, Bernard Bailyn adds a substantial essay,
&quot;Fulfillment,&quot; as a Postscript.",10
0679600000,"Six major selections from Nietzsche&#39;s writings, reflect the
philosopher&#39;s critique of Western morality and insights into
Christianity, culture, and the will.",8
0345427653,"Two Jedi peace ambassadors are sent to investigate the Trade
Federation blockade of Naboo and later meet Anakin Skywalker, a young
slave living on Tatooine, whom they believe to be a good candidate for
Jedi training",10
0061090891,"Learning that his wife and partner have died suspiciously while he was
away, successful Hollywood producer Wolf Willett returns home and
hires ace criminal defense lawyer Ed Eagle to clear his name of the
murder charge",5
0449904067,"Humorous essays cover American life, including why middle-aged men
need electric guitars, who translates the instructions for Japanese
appliances, and suggestions on child rearing",8
0373290608,"Hunter Of My Heart by Janet Kendall released on Mar 25, 1999 is
available now for purchase.",7
0967415306,"A simple and authoritative challenge to the conventional wisdom about
AIDS, this book probes widely held assumptions about the risks, tests,
and treatments associated with this controversial disease.",10
0151686564,"A collection of T. S. Eliot&#39;s poems which concern cats including
Mr. Mistoffelees, and Skimbleshanks: The Railway Cat Mr. T.S. Eliot
intimate friends received from time to time typewritten verses which
were apparently anonymous but which ...",9
068983571X,"When Sir Charles Baskerville is found mysteriously dead, Sherlock
Holmes looks into the case.",8
0689820925,"Author Cathy Camper&#39;s absorbing text, and artist Steve Kirk&#39;s
extraordinary paintings combine to re-create a world where giants
reigned.",10
0613151402,"Arriving at Mars on a mission to rescue the crewmen of the Russian
ship &quot;Lenin,&quot; American astronaut and Medical Officer Lauren
Wagner, along with her crew, discovers that a horror worse than any
she could have feared awaits her",10
1576739767,"Explains the Biblical passages that describe how God rewards the
faithful in heaven according to their good deeds in life.",9
1590520327,"Having strayed from her faith in her career ambitions, New York
advertising executive Diana Wells finds herself falsely accused of
embezzlement and fleeing for her life before finding help and renewal
through the assistance of former U.S. ...",4
0425189023,"Investigates the bizarre 1978 murder of the popular television star,
the shocking orgies of his last days, and the 1992 arrest of John
Carpenter.",3
0399139311,"Lieutenant General Robert Blocker races against time to stop a deadly
gang of ruthless terrorists who are using large commercial aircraft to
bomb unsuspecting targets, including Los Angeles International
Airport.",6
0765303817,"A new novel set in the mystical and magical city of Newford brings to
life the hidden story of Jilly Coppercorn, a young artist whose
magical paintings capture the hidden beings that live in the
city&#39;s shadows and whose fey charm hides a ...",8
0886775469,"Tess, an Earth-born woman, finds herself at the center of a conflict
between her jaran husband, Ilya Bakhtiian, and her brother, Duke
Charles, as the two men battle for control of Rhui. Original.",9
0886775132,"The brilliant first novel of an author destined to become an important
new voice in science fiction.",8
0070464766,"For this book, the authors have selected the best games from the
&quot;Games Trainers Play&quot; series and adapted them for any
business professional.",8
0345331354,"The well-known astronomer presents an illustrated guide to the
universe and to Earth&#39;s relationship to it, moving from theories
of creation to humankind&#39;s discovery of the cosmos, to general
relativity, to space missions, and beyond",9
0425190641,"Kurt Austin, the leader of NUMA&#39;s special assignments team, and
his colleagues match wits with a billionaire mining tycoon claiming
Romanov ancestry who has proclaimed himself czar of Russia and is
seeking to topple the Russian government.",5
0805052526,"A successful speaker looks at the inner workings of many different
kinds of businesses and shows why companies striving for excellence
must take into consideration the four classic virtues of truth,
beauty, goodness, and unity. 75,000 first ...",7
061812733X,"Ruth Thomas, a spunky young woman born into the midst of a feud
between two factions of Maine lobstermen, manages to negotiate an end
to the conflict. A first novel. Reprint.",8
1573229350,"From their first meeting at Oberlin College in 1973, the friendship of
two very different women--one from a working-class, Protestant family
in Ohio and the other from a wealthy, Jewish family in L.A.--spans two
decades and endures family ...",5
0671020943,"A New York Times best-seller, the author&#39;s latest novel of eros,
money, and suspense follows a passionate affair between a gorgeous
actress and an enigmatic man with a closet full of menacing skeletons.
Reprint.",3
1853913057,"Shows that it is a lot easier than you may imagine to convert your own
personal cross stitch subject into a successful finished embroidery.",7
0385334273,"A simple box, filled with mementos and memories, provides a surprising
legacy from a grandparent to her grandchild, who discovers that her
beloved grandmother had once been a prima ballerina in czarist Russia,
until war, revolution, romance ...",10
0553108743,"The author presents a book of wry observations on suburban family
life, as seen by a slightly neurotic Italian-American father of four",10
0385501560,"Medical school dropout Victor Mancini comes up with a complicated but
ingenious scam to pay for his mother&#39;s elder care, cruises sex
addiction groups for action, and visits his zany mother, whose
Alzheimer&#39;s disease hides the bizarre truth ...",8
0395264758,"When a young archivist rummages through fifty years&#39; accumulation
of her photographs, seventy-year-old Maude Coffin Pratt realizes that
her fame means nothing and that her true self rests on an incestuous
passion",6
0804119503,"Unemployed and tired of dealing with her huge (and annoying) Italian
family, Mary sets out to open a restaurant in Baltimore&#39;s Little
Italy, but her life soon becomes more complicated when she falls for
food critic Dan Gallagher, an ...",5
0345388771,"A Chicago archbishop is savagely murdered, a knife-wielding young man
swears that he is innocent, and Martin Vail, a brilliant renegade
defense lawyer, battles to uncover the truth behind the murder.",7
0312205481,"Aleutian private detective Kate Shugak becomes caught up in a battle
between conservationists and developers when an environmentalist
protesting plans for drilling for oil in a nearby wildlife preserve is
found poisoned.",5
006001203X,"With Dr. Atkins&#39; New Diet Revolution you get everything you need:
essential medical and nutritional information, a helpful carbohydrate
gram counter, low-carb meal plans and dozens of mouth-watering recipes
for everything from appetizers to ...",7
0345348109,"Shattered futures, forgotten innocence, and crippled beauty were also
the casualties of war. Unique, sweeping, an unforgettable, THE KILLER
ANGELS is a dramatic re-creation of the battleground for America&#39;s
destiny.",8
0671721984,"Andy Westin, the new security guard at Black Oak Mall, has no idea
that the mall is built on a gateway between Elfland and Earth and that
a long-standing conflict may threaten innocent shoppers. Original.",8
0373185154,"Three complete novels from Mallery&#39;s popular Hometown
Heartbreakers miniseries--featuring a sheriff, a deputy, and an
undercover agent along with the women who love them--are collected in
this three-in-one volume. Reissue.",9
1570640742,Baby Bop isn&#39;t afraid of the doctor when she goes for her check-up,10
1570642028,"The special sounds of winter come alive in the outdoor adventures of
Barney, Baby Bop, and BJ.",10
0385730586,"Over a few bags of cheese puffs they decide to form a sisterhood, and
take the vow of The Sisterhood of the Traveling Pants . . . the next
morning, they say good-bye.",7
0446531243,"In GIDEON&#39;S GIFT, Karen Kingsbury reminds us that Christmas is
still a time of miraculous possibilities if only we reach out to those
around us.",6
0786865512,"When acclaimed science journalist Heather Pringle was dispatched to a
remote part of northern Chile to cover a little-known scientific
conference, she found herself in the midst of the most passionate
gathering of her working life -- dozens ...",8
038533558X,"Investigating his girlfriend&#39;s mysterious disappearance, Will
Klein learns that she is somehow tied to his brother&#39;s death and
becomes increasingly disturbed when he realizes that everyone he loves
is harboring dark secrets.",9
0767905199,"Libby Mason, a twenty-seven-year-old publicist who dreams of marrying
a wealthy man, finds herself torn between Nick, a sexy, struggling
writer who makes up for his lack of funds with his passionate
performance in bed, and Ed, Britain&#39;s ...",6
0375502238,"When a teenage couple abandons their baby at the gate of the estate
owned by Lydia Blessing, Skip Cuddy, the estate caretaker, decides to
raise the child himself, a decision that has a profound effect on the
lives of everyone in the ...",8
0399145885,"When a research ship manned by Dirk Pitt and members of the U.S.
National Underwater and Marine Agency is nearly sunk by a vessel from
the past, Pitt finds himself caught up in an ancient mystery with
lethal ties to the present, matching ...",6
0553280589,"A servant woman relates the tale of her life and of the landowners,
emigres, urchins, guerrilla leaders, entertainers, eccentrics, and
refugees who instruct and transform her",8
0061014591,"Provides an account of how, shortly before World War II, a heroic
Naval officer named Swede Momsen led the efforts to save thirty-three
men trapped in a sunken submarine.",8
0425073203,"Twenty years ago, the Gaean Trilogy dazzled critics and readers. Now a
new generation will discover that brilliant world--beginning with
Titan.",8
034541005X,"A young boy becomes an inspiring symbol for black and white as he
experiences an odyssey through pro-Nazi South Africa during World War
II. Reissue. Movie tie-in. NYT.",9
0767903862,"The author takes readers on a tour of the land Down Under that goes
far beyond packaged-tour routes.",7
0312979509,"When Clarissa stumbles upon a corpse in her drawing room, she decides
that she must dispose of it before her husband arrives with an
important foreign dignitary and persuades her three house guests to
assist her in the endeavor, but her ...",5
0735200300,No Marketing Blurb,5
0553244388,"Invited to a high society party by a former client, Archie Goodwin is
shocked to witness the death of another guest by cyanide poisoning.",6
0345326490,"An account of the author&#39;s existence, observations and
reflections, as a seasonal park ranger in southeast Utah",6
1582344477,"The philosopher who helped restore his discipline to practical
applications shows readers how the search for the &quot;big
questions&quot; can alter a person&#39;s life forever and illuminate
the mysteries of the human condition.",8
002542730X,"A whimsical adaptation of classic fairy tales and bedtime stories
removes all kinds of bias and objective language from such traditional
tales as &quot;Chicken Little,&quot; &quot;Rapunzel,&quot; &quot;The
Three Little Pigs,&quot; &quot;Cinderella,&quot; and many others.",8
0849912970,"My cup runs over. Surely goodness and mercy shall follow me All the
days of my life; And I will dwell in the house of the Lord Forever.
(NKJV) Using these verses as a guide, Max Lucado walks us through a
helpful inventory of our burdens.",10
0964060566,"A revealing glimpse backstage at Disneyland, its development, and its
operations",5
1583940006,"A cult of shamanistic women sets out to dismantle the myth of the
apocalypse in this genre-spanning tale of kidnap, lust, and
menstruation.",8
0142000558,"The author explores the fragmented and often fragile human psyche,
revealing common, everyday forms of dementia that plague millions of
people, discusses the impact of traumatic memories in one&#39;s daily
life, and assesses the instances of ...",5
0312113692,"Explores the history of the experimental post-punk rock band, Sonic
Youth, through interviews with the band&#39;s friends and
collaborators",7
0590409174,"One day Milo finds an enormous and mysterious package in his room. A
phantom tollbooth, with a map to a weird world beyond!",1
0140366849,"A horse in nineteenth-century England recounts his experience with
both good and bad masters.",8
0552139246,Raymond&#39;s had a rough couple of days.,7
0345400577,"Relates personal experiences of encounters with angels and examines
the history and study of angels as they have been perceived by various
cultures quot; --",5
0805054456,"One of the most riveting Civil War novels since Michael Shaara&#39;s
&quot;The Killer Angels&quot;, this powerful book tells the story of a
young Confederate rifleman who comes under the care of a young
Southern woman who, even in the midst of battle and ...",9
0231069170,"A Spanish writer&#39;s approach by the intimist route to the still
unassuaged griefs of the Civil War.",5
0448401606,"A lonely new student finds friends and adventures after joining a
Brownie Girl Scout troop. Includes instructions for making a
friendship bracelet.",7
014130894X,"Loved by kids, parents and teachers, these engaging stories are ready
to delight a whole new audience of emerging independent readers aged
6-8 years.",6
0060914947,"&quot; Adding to the splendid richness of this book are illustrations
by Ginsberg&#39;s artist friends; unusual and illuminating notes to
the poems, inimitably prepared by the author; extensive indexes; and
prefaces and other materials that ...",9
0345435249,"A virus hunter at the Epidemic Intelligence Service has discovered
that a long-dormant virus encoded in human DNA is about to re-awaken,
with terrifying consequences for any woman about to have a child.
Reprint.",7
