isbn,summary,rating
089009439X,"Jack London has captivated millions of readers around the world with
his classic tales of the high seas and untamed wilderness.",10
155166884X,"Doing Good by Pamela Morsi released on Feb 22, 2002 is available now
for purchase.",7
031220521X,"Only Admiral Grafton who is on a aircraft carrier, knows the danger of
a secret weapon at the American base on Cuba&#39;s Guantanemo Bay.
Grafton can save America from a disaster that would make the Bay of
Pigs look like child&#39;s play.",6
0441908721,"Bored with life after college, Gary Leger wanders into the woods
behind his house and discovers a fantasy world peopled with elves,
dwarves, witches, and dragons. Original.",8
0446530662,"Drawing from two prayers from the Book of Luke, the author explores
the powerful relationship between a young pregnant Virgin Mary and her
older pregnant cousin Elizabeth, detailing a poignant story of how two
women, a mentor and protTgT, ...",10
0679742220,"From its classic premise, The Locked Room accelerates into an
engrossing novel of the mind.",8
038000917X,"For use in schools and libraries only. The new mistress of
Manderley&#39;s Cornwall estate must constantly compete with the
memory of Maxim de Winter&#39;s first wife, Rebecca.",7
0679415602,"Tour. &quot;Halberstam&#39;s latest gives us the feeling of actually
being there--in another time, in the locker rooms and in the minds of
baseball legends. His time and",8
0895771462,"Collects more than six hundred documented reports of incredible
occurrences witnessed or experienced, over the past two hundred years,
by ordinary people",7
0684843781,"In this definitive text, This Side of Paradise captures the rhythms
and romance of Fitzgerald&#39;s youth and offers a poignant portrait
of the &quot;Lost Generation.&quot;",8
0965594807,"All of this is set against the drama of the Trojan War and the clash
of the Olympian gods with the original worship of the the earth mother
goddess. &quot;...the attention to the detail of settings and other
aspects of Bronze Age Aegean culture ...",5
0515134880,"Receiving some music tapes from a friend, young physician Jonathan
Derry finds his world turning nightmarish when he realizes that the
tapes, a computerized horse-betting system, are coveted by deadly
enemies. Reissue.",5
0312195516,"Told in Dinah&#39;s voice, this novel reveals the traditions and
turmoils of ancient womanhood--the world of the red tent. It begins
with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the
four wives of Jacob.",8
0140255087,"An account of the author&#39;s two-hundred-fifty-mile journey, on
foot, from Kathmandu, Nepal, to the Crystal Mountain, in Tibet, in
search of the Himalayan blue sheep, the rare snow leopard, and
distances of the spirit",9
1551666650,"Hurricane Bay by Heather Graham released on Jan 24, 2003 is available
now for purchase.",7
0768420997,"Lucifer, the Anointed Cherub, whose ministry in heaven is devoted to
the worship of the Most High God, has become pessimistic about his
prospects in heaven.",10
0552996181,"Ruby tells the story of The Family, from the day at the end of the
nineteenth century when a travelling photographer catches frail
beautiful Alice and her children, like flowers in amber, to the
startling, witty, and memorable events of ...",9
0060393297,"Complete with insights from other WWF Superstars, this is a must read
for any fan of the WWF and for anyone who wants to see how a real-life
hero overcame adversity.",5
0786883251,"The bestselling author of &quot;The Girls with the Grandmother
Faces&quot;--who has earned a coast-to-coast reputation as the Erma
Bombeck of the &quot;sandwich generation&quot;--tackles the tough
emotional issues of aging with wit and wisdom. Line drawings.",8
0345416260,"Set against the turbulent events of the Dark Ages, a fictional account
of the controversial figure of historical record profiles a spirited
woman who, disguised as a man, rose to rule Christianity as the only
woman ever to become pope.",7
0451410548,"Bidding on a rare diary, written during the French attempt to dig the
Panama Canal, geologist Philip Mercer finds himself caught up in a
complex Chinese plot to trigger a shift in the world&#39;s balance of
power.",6
1579660371,"Ed reveals the sanctity of the Super Bowl, and he even recounts the
story of a fellow so ugly that Ed&#39;s granddad asked him to stay
indoors during daylight hours. And these are just the stories we can
tell you about.",8
0446606456,"A 15-year old girl is murdered in Seward Island, Washington.",6
034539092X,"In 1855, mysterious master criminal Edward Pierce plans and carries
out, with three accomplices, the impossible robbery of the monthly
London-to-Paris train carrying gold bullion for the British army in
the Crimea. Reprint.",6
0553550039,"Set from the humid Caribbean to the Antarctic tip of Argentina,
Allende&#39;s stories capture the richness of the Latin American
experience and range in theme from the extinction of Amazon tribes to
the modern theory that love can conquer ...",8
0440224624,"The author of the number-one best-seller, The Horse Whisperer,
narrates the story of a biologist who struggles to protect endangered
wolves and her love affair with the son of her most powerful opponent,
a local rancher. Reprint.",6
0553582798,"The questions, topics, and author biography that follow are intended
to enhance your reading of Sara Donati’s Lake in the Clouds . We hope
they will enrich your experience of this adventure-filled novel.",7
0385324057,"Two women from very different families become inseparable companions
during summers on Martha&#39;s Vineyard during their coming-of-age
years, forging the bonds of a lifelong friendship that weathers
growing up, marriage, children, careers, and ...",5
0743411269,"Barbara Delinsky brings back Poppy Blake, from her stunning New York
Times bestseller Lake News, in this deeply moving novel of life&#39;s
second chances and the accidents of fate that can set us free.",7
080411918X,"Follows a loveable loser and occasional thief as he tries to reform
under the influence of a decent young woman.",6
0688171478,"Here are timeless truths--about the complexities of faith, the virtues
of friendship, the resilience of the human spirit, and good living in
the face of a changing world.",6
0395859972,"Presents a fictionalized account of the relationship between the
eighteenth-century German poet known as Novalis and his true love,
Sophie",7
0395353009,"Interweaves the events of Tom Wingo&#39;s summer in New York and his
relationship to Susan Lowenstein, his sister Savannah&#39;s beautiful
psychiatrist and the complex history of the South Carolinian Wingo
family, from World War II, through Vietnam",5
0394834852,"Pictures and brief text introduce the characteristics of various
dinosaurs.",8
0345335236,"All the incredients that make THE FRUGAL GOURMET one of the most
popular cooking shows on television are in this bestselling cookbook,
including: a complete range of cooking techniques, advice on kitchen
equipment, special hints and tips, ...",7
0440183057,"A young woman, on the threshold of a career that leads her to
Washington, D.C., discovers that her questions about her childhood
have unlocked a dangerous secret",10
0425182908,"Angered over the governor&#39;s order on speed traps, the eccentric
inhabitants of the Isle of Tangier, off the coast of Virginia, declare
war on their own state, and it is up to Judy Hammer, the new
superintendent of the state police, to stop ...",5
0441715923,"A fatal heart attacks returns forty-three-year-old Jeff Winston to his
eighteen-year-old body, in 1963, and, with his memory of the next
twenty-five years intact and the freedom to change his actions, he
begins to live his life over again",5
0670844527,"Suspected of killing Vera Donovan, her wealthy employer, Dolores
Claiborne tells police the story of her life, harkening back to her
violent husband, disintegrating marriage and the suspicious death of
Joe Claiborne thirty years earlier.",7
0399145621,"Dick Francis &quot;has simply never failed. Every one of his opening
sentences pulls the reader in, and doesn&#39;t let go until the last,
perfect word&quot;, the Cleveland Plain Dealer has said. Second Wind
may be his greatest triumph yet.",7
0451183665,"A Case of Need is Michael Crichton&#39;s award-winning debut novel,
written shortly after he completed his medical internship.",6
0553574027,"Now, in his latest novel, he takes us to a harsh, alien landscape
covered by a sheet of ice two miles deep. This is no distant planet--
it is the last pure wilderness on earth.",7
0380809362,"Years later, in peacetime, Charlotte comes to House of Gentle Men, a
mysterious sanctuary where sad, damaged women are administered to by
haunted men wishing to atone for their past crimes.",8
1894294483,"Caged Eagle is the life story of a dynamic, ruthless WWII fighter
reconnaissance pilot who returns to Canada in 1944 to take control of
one of the country&#39;s largest entrepreneurial empires.",9
0740704931,"Six years later, the cards are carried in all fifty states, Canada,
and Australia. happy birthday . . . blah, blah, blah and hey, girl!
are collections of the best of these goofy family photos and hilarious
captions from MikWright Ltd.&#39;s ...",8
0743242203,"Noting strange differences in the boy who returns home from school
that makes her suspect he is not her son, Meg Landry is unable to get
support for her fearful theory from her husband or her rebellious
teenage daughter.",5
0312962452,"The prototype of the Medusa weapon, which is capable of destroying all
computer chips on the planet, is en route to the Pentagon when its
transporters discover that the weapon has been set to detonate",5
0060924985,"Selling more than 65,000 copies and topping bestseller lists around
the world -- including Spain, Germany, Italy, and Latin America --
this novel tells the engrossing story of one man&#39;s quest for love
and for his soul.",5
0884195627,"As you read, you will learn how the Watch of the Lord can: Release in
you a hunger for corporate revival Pave the way for greater
fruitfulness in evangelism in your life Restore purity to the church
Push back the forces of evil in these ...",10
0451194063,"The author of Sister, Sister a number-one best-seller on Essence
magazine&#39;s Blackboard list, narrates the sexy, funny, and poignant
story of a black man who embarks on a relationship with a white
artist. Reprint. AB.",7
0689826990,"After a plane crash, thirteen-year-old Brian spends fifty-four days in
the Canadian wilderness, learning to survive with only the aid of a
hatchet given him by his mother, and learning also to survive his
parents&#39; divorce.",8
0451166604,"A terrifying true tale of deranged motherhood begins with the shooting
of three children and follows a detailed uncovering of facts that
seems to lead to the mother as a prime suspect. Reissue.",10
0450411435,"&quot;They were seven teenagers when they first stumbled upon the
horror.",8
0771068069,"&quot;Seeing is Deceiving&quot; is Suzanne North&#39;s second Phoebe
Fairfax mystery, and it more than delivers on the promise of the
first.",8
1892016508,"An Expressive Heart will guide readers on a journey toward expressing
their deep feelings as they read selected verses from the Book of
Psalms enjoy stories about others&#39; faith, follow the lesson tips,
and complete the journal exercises.",9
0394528336,"Illuminates the personal rivalries and ambitions behind World War I,
and discusses kings, cabinet ministers, and military men",9
0671640941,"Light years from Earth, on Tau Ceti Four, two hundred colonists have
created a thriving community, not realizing that they have upset a
delicate ecological balance and have unleashed an unbelievable
nightmare",8
0679767495,"The Secretary of Defense for the Kennedy and Johnson administrations
provides an account of how and why America became involved in Vietnam
and discusses the long-term ramifications of decisions made during the
1960s.",8
0552998486,Try me.,8
0060529148,"Stossel concludes the book with a provocative blueprint for change: a
simple plan in the spirit of the Founding Fathers to ensure that
America remains a place &quot;where free minds -- and free markets --
make good things happen.&quot;",8
0679416412,"Above all, Dr. Laura exhorts women not to blame anything or anybody
but themselves if they&#39;re unhappy and their life seems a mess!
Now, at last, Dr. Laura brings her wit, wisdom, and no-holds-barred
clinical techniques to the book page.",8
087788739X,"With wit and candor, Briscoe provides spiritual refreshment and
renewal when we are running on empty.",7
0440170842,"Peter Balsam, taking up residence as a teacher at the St. Francis
Xavier school, becomes the vehicle for a lingering terror which has
claimed the lives of numerous schoolgirls there",5
067103992X,"The adopted daughter of a distant psychiatrist and his abusive wife,
Willow De Beers is stunned to discover that she had been the result of
her father&#39;s illicit affair with a patient and embarks on a search
to find birth mother, a quest ...",8
0671748742,"The first account of one of the most tragic stories and cover-ups in
the history of the U.S. Navy recounts the sinking of the USS Juneau in
1942, in which scores of survivors died needlessly. Reissue.",5
0452281881,"A novel set in a London ad agency desperately trying to land a huge
account follows the bungling machinations and sexual intrigues of a
group of employees who will do anything to make their way up the
corporate ladder.",3
0060930187,"The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant,
beautiful, enormously talented, and successful, but slowly going under
--maybe for the last time.",10
0140050000,"Two dogs escape from an experimental research station after being
tortured and mistreated. Their enemy now is not only man, also their
environment.",7
0486278026,"Dark and bloody drama of ambition, guilt, and revenge centers on an
ambitious Scottish nobleman who murders the king in order to succeed
to the throne.",10
0553345796,"When his wife suddenly vanishes, Carlos Rueda, director of the
Children&#39;s Theatre in Buenos Aires, discovers that his magical
visions of the fate of the innocent people disappearing in Argentina
are true, in an award-winning novel set ...",8
0373196040,"Let&#39;s Pretend... by Gail Martin released on Jun 24, 2002 is
available now for purchase.",10
0375760903,"In seventeenth-century Amsterdam, Miguel Lienzo, a Portuguese-Jewish
trader desperate to recover his lost fortune, enters into a
partnership with seductive Geertruid Damhuis to introduce coffee to
the city, and confronts a ruthless ...",7
0310242428,"As a chalk-fingered child, I had worn my craving for Mama&#39;s love
on my sleeve.",9
0156005891,"Andrew searches for the truth about Eden, his next-door neighbor
seventeen years before, who was blinded by, and lost her father to, an
unknown attacker",10
0553344420,"Sam and Amanda struggle to make their relationship survive their fears
of commitment and rejection",7
0553283839,"When Chrissy meets Robin James, the lead singer of a local rock band,
and auditions for him with her original songs, she feels an attraction
between them, but their budding romance threatens to wither before it
even blooms.",6
044020352X,"Lampooning the myriad mistakes that crop up in the everyday use of the
English language this collection presents faux pas from students&#39;
essays, newspaper headlines, accident reports, and everyday grammar
mistakes",8
0803725116,"Despite her mother&#39;s objections and the love of an older
classmate, sixteen-year-old Katy is determined to find a better life
for herself beyond her family&#39;s poverty and sorrow in the Illinois
coal mining town where they live.",8
0849995914,"Eldredge and his teachings go against the grain of most people&#39;s
resigned thoughts--that they can never live a life as full of passion
as they once hoped for.",10
0486270696,"Presents four works that span the humorist&#39;s career, including
&quot;The Man That Corrupted Hadleyburg&quot; and his last work,
&quot;The Mysterious Stranger,&quot; which was published posthumously.",8
0375756787,"is the story of seven mena naturalist, a writer, a lover, a hunter, a
cowboy, a soldier, and a politicianwho merged at the age of forty-two
to become the youngest American president in history.",10
0553577565,"Two elite cops, members of a secret organization monitoring alien
activity on Earth, set out to stop Edgar, a deadly intergalactic
terrorist out to assassinate two ambassadors from opposing galaxies,
before he can destroy the planet.",4
0345390547,"A famous hostage survivor presents the extraordinary tale of his
seven-year captivity in Lebanon, describing the conditions he endured,
the efforts made by his loved ones for his release, the situation in
the Middle East, and more.",9
0800706242,"Captain Howard Rutledge explicitly recounts his seven years as a POW
in North Vietnam. Phyllis Rutledge experienced the mental anguish of
doubt and waiting.",8
0060953020,"In the summer, Dillard stalks muskrats in the creek and contemplates
wave mechanics; in the fall she watches a monarch butterfly migration
and dreams of Arctic caribou.",9
038097729X,"J.A. Jance returns us to a world of desolate beauty and lonely terror
in an extraordinary new novel as heartbreaking and real as it is
grippingly intense.",9
0440221099,"Cautious, conventional Anne shares a deep bond of friendship with the
outspoken and eccentric Ruth, building an honest, open relationship
that evolves into something deeper when Ruth is diagnosed with cancer",7
0670870129,"Edward de Bono is the bestselling author of &#39;Teach Yourself to
Think&#39;, &#39;Six Thinking Hats&#39;, and &#39;Water Logic&#39;.
With this book, he aims to show how a lateral thinking approach can
simplify a complex matter.",7
0385318782,"Moving and wickedly funny by turns, a New York Times best-seller
explores the friendship of two women who must learn to talk about the
one thing that can come between them, death. Reprint.",8
0553095404,"On a barren and remote planet, a ruthless warlord seeking to exploit
its vast mineral wealth kidnaps Princess Leia, Luke Skywalker searches
for his long-lost love Callista, and a long-dormant, sentient lifeform
is awakening to threaten the ...",6
006109921X,"An immensely popular, New York Times best-seller follows Molly Bell
Redwine, suddenly bereft of husband and family, to Martha&#39;s
Vineyard, where she finds inner renewal and meaning. By the author of
Outer Banks. Reprint.",8
0425173097,"The mystery lovers who belong to the Murder by the Yard book group
have strong opinions about their favorite authors and series -- some
prefer classic Christie capers, while others devour the novels of
modern mystery madam Sue Grafton.",8
0375501886,"The Pulitzer Prize-winning writer explores the nature of independence,
chronicling her own adventures as a woman in search of freedom from
the things that define her as she journeys from Paris, Oxford, Milan,
and beyond. 35,000 first ...",8
0440158532,"Originally published: New York: Delacorte Press, c1961.",9
1930491026,"Overworked, overwhelmed, unsatisfied, and at her breaking point, an
everywoman drops out of life for a day and meets a mysterious teacher.",7
0684803860,"A hospitalized English policeman reconstructs historical evidence
concerning Richard III&#39;s role in the murder of Edward IV&#39;s two
sons.",9
0395957737,"Ray Kinsella&#39;s fanatic love of baseball drives him to build a
baseball stadium in his corn field and kidnap the author, J.D.
Salinger, and bring him to a baseball game",8
0345301455,"The prize-winning historian traces the major currents of the
fourteenth century, revealing the century&#39;s great historical
rhythms and events and the texture of daily life at all levels of
European society.",9
0553284525,The ultimate listing of superlatives in every field.,8
0590483552,"Realizing that he has become lost in a strange part of town, Skipper
Matthews, a ravenous comic book collector who&#39;s favorite character
is an evil super-villain, discovers a building just like the secret
headquarters of his idol. Original.",6
0440222109,"Raised near the border of Scotland, headstrong English beauty Raven
Carleton, the betrothed of wealthy aristocrat Christopher Dacre,
becomes a pawn in the long-standing border wars between England and
Scotland when she is abducted by ...",9
1573229083,"Kathleen de Burca, an Irish travel writer based in London, is forced
to realize the effects of her refugee existance, so when she returns
to Ireland to investigate a love affair that took place during the
Famine, she meets a man who ...",8
0486275639,"Thoreau has inspired generations of readers to think for themselves
and to find meaning and beauty in nature.",10
0671458531,"Winner of The Pulitzer Prize for Fiction and The American Book Award
for Fiction.",10
0825462185,"The haunting, first-person story of a boy who escaped the killing
fields of Cambodia to eventually find Christ and the power of His
forgiveness.",7
0767904087,"All We Know of Love tells a tale that deftly blends themes of female
spirituality, creativity, and romantic awakening. Alternately lyrical,
engaging, and funny, this is a remarkable achievement by an evocative
new voice in women&#39;s fiction.",9
0385314744,"A liberal political satirist examines the frequently ridiculous world
of American politics, showcasing the absurdities of presidential
hopefuls and America&#39;s elite policymakers tackles the issues--and
the politicians--in ways few have dared ...",10
0679736727,"The hopes and dreams of four generations of Southern women are
revealed in the stories they pass down from grandmother, to mother, to
daughter, to granddaughter. Reprint.",6
0446607401,"Unjustly accused of massacring sixteen people and sparking one of the
country&#39;s worst environmental catastrophes, Jake and Carolyn
Donovan, and their young son, elude the FBI for years, until they
finally decide to fight back. Reprint.",7
0394510240,"&quot;Never Done&quot; begins by describing the household chores of
nineteenth-century America: cooking at fireplaces and on cast-iron
stoves, laundry done with boilers and flatirons, endless water-hauling
and fire-tending, and so on.",7
0859539369,"Highly illustrated and set in an anthropological setting, this book
asks what makes a family and where love comes from.",7
0380732181,"A comic novel features the dark horse twin of an over-achieving
brother, whose willingness to embrace the imperfections of the world
appears as gross indifference to his befuddled, well-off parents",9
0399148779,"Husband-and-wife agents Lacey Sherlock and Dillon Savich investigate
the murder of FBI agent Dane Carver&#39;s twin brother, Father Michael
Joseph, and seek the assistance of homeless woman Nicola Jones, a
witness to the shooting who is ...",6
0373264313,"Dismal Mountain by John Billheimer released on Aug 23, 2002 is
available now for purchase.",8
0373218192,"Engaging The Enemy by Nora Roberts released on Apr 24, 2003 is
available now for purchase.",6
0345420748,"Years after a friend was brutally murdered, Jo Becker is now married
with a grown family, but when an old housemate moves nearby, Jo
rekindles a relationship that takes her back to the past and threatens
her future.",5
0689812361,"Run For Your Life Jessie lives with her family in the frontier village
of Clifton, Indiana, in 1840 -- or so she believes.",7
0340607041,The story will continue in the next generation in Annie&#39;s Girl.,7
0767902912,"Years after separating, gifted musician Michael Holme is reunited with
his former lover, talented pianist Julia McNicholl, during a musical
tour of Vienna, unaware that she is hiding her increasing deafness,
and together they must confront ...",7
0399143165,"Dr. Kim Reggis, one of the country&#39;s top cardiac surgeons, finds
himself ill equipped to deal with a medical catastrophe involving his
own daughter, Becky.",6
0375707972,"At the age of fifteen, Michael Berg falls in love with a woman who
disappears, and while observing a trial as a law student years later,
he is shocked to discover the same woman as the defendant in a
horrible crime",6
0345387651,"The practices of Dr. Wilbur Larch--obstetrician, orphanage director,
ether addict, and abortionist--are hindered, abetted, and continued,
in turn, by his favorite orphan, Homer Wells",7
0586054472,"This novel is constructed around the supposition that Winston
Churchill secretly met with Adolf Hitler in 1940 to discuss the terms
of a British surrender.",7
0425176975,"As President Kennedy embarks on a historic visit to the divided
Berlin, Communist agents kidnap activist Father Sean Conlin, intending
to brainwash and use the priest to humiliate the president. Reprint.",4
0811808173,"In this unique novel, as engrossing to look at as it is to read,
Hodgson has crafted a spine-tingling mystery that will make armchair
adventurers want to embark upon their own journeysif only they could
be sure of their return.",7
0425163407,"In a number-one New York Times best-seller, detective Kay Scarpetta
returns in a terrifying battle of wits against a vicious, saw-wielding
killer no one can see. By the author of Cause of Death. Reprint.",6
1410781763,"He shows how Einstein derived his famous equation E=MC2 from the Hindu
texts, how Newton knew about the colors of the Sun from the Hindu God
Surya, and how the 9 forms of electro-magnetic energy since creation
was known as the 9 forms of ...",8
037571328X,"Argues that we are in desperate need of practical and innovative ideas
to solve the complex problems and challenges confronting modern
society--from global climatic change and AIDS to international
financial crises--at a time in which we ...",10
0452280818,"An accomplished writer and housecleaner takes readers on an intimate,
quirky tour of her clients&#39; lives through the evidence of their
habitats and relates the offbeat stories of other cleaners to the
rich, famous, and strange. Reprint.",7
0440220424,"Two sisters recall their lives together, discussing their success as
African-American professional women during the Harlem golden age",9
0817350020,"In The Unwritten War, Daniel Aaron examines the literary output of
American writers—major and minor—who treated the Civil War in their
works.",8
0375703373,"A painstakingly researched account of the salvaging of a steamer that
sank in 1857 carrying tons of gold highlights the astonishing
technological advances that established a human presence on the ocean
floor.",7
0395628830,"The basic rules governing the use of periods, semicolons, hyphens,
commas, and other punctuation marks are illustrated by humorous
sentences",7
0679419624,"A collection of novellas features characters who are trying to
understand why their lives have taken such surprising turns",5
1581342195,"A condensed version of the tale of Punchinello, whose opinion of
himself changes after talking to his creator.",9
0345384350,"A thrilling adventure of science gone wrong and psychopathic terror in
the polar icecaps by a modern master of horror and suspense.",10
0425121259,"Christine Scavello&#39;s life turns into a nightmare when her six-
year-old son becomes a target for a group of religious fanatics who
believe he is the Antichrist and will stop at nothing to kill him.
Reissue.",9
0425100057,"When the Demaretion, the prized Greek Greek coin from Archibald
Havistock&#39;s collection, disappears, and appraiser Mary Lou
&quot;Dunk&quot; Bateson comes under suspicion, Bateson, a cop and an
insurance investigator set out to solve the crime",9
0446365440,"Abran Gonzalez, an ex-Golden Glove champ from Barelas, searches for
his father in the streets of Albuquerque",8
0061090530,"A discredited lawyer fighting his way back from alcoholism takes on a
shady case in the hopes that it will pump life back into his career",8
0451175204,"After her husband dies a hero&#39;s death as a kamikaze pilot during
World War II, a young widow, Momoko, and her son, Akio, struggle to
rebuild their lives in postwar Japan, in a story that spans three
generations of a Japanese family",9
0451185064,"Refusing to compromise his professional ethics despite the effect it
has on his popularity, brilliant brain surgeon Simeon Halstead
nevertheless becomes personally involved with a young patient&#39;s
mother. Original.",9
0446364401,"When a Vietnam veteran John Rambo arrives in Madison, Kentucky, the
chief of police is determined to rid the town of him, and the two war
veterans become involved in a deadly life or death struggle through
the hills of rural Kentucky.",6
0451405617,"A chilling telephone call from a long-thought-dead cousin sends
amateur sleuth Claire Malloy on the trail of her kin, a prestigious
scientist being threatened with blackmail over a sordid period of her
life. Reprint. PW.",9
0345430573,"When noted criminal lawyer Venetia Aldridge turns up murdered after
defending young Garry Ashe for the brutal killing of his mother,
Commander Adam Dalgliesh and his team struggle to unravel the case,
which involves him in a series of ...",8
0440241537,"Washed-up public defender Clay Carter&#39;s latest case, a routine
street killing, takes an unexpected turn when he discovers evidence of
a conspiracy involving a large drug company and a lawsuit with a huge
potential settlement. Reprint.",8
0743427564,"Collects stories in which the vampire Angel, as well as Cordelia,
Wesley, and their associates, battle evil while Angel continues to try
to atone for past sins.",10
1564580806,"Briefly traces the development of the dog, describes a variety of
popular breeds, and shows examples of canine behavior",8
0553089234,"Psychologist Alex Delaware joins forces with LAPD detective Milo
Sturgis and Israeli inspector Daniel Sharavi to solve a series of
killings in which the victims--including the Israeli consul&#39;s
teenage daughter--are linked only by the fact ...",7
0679455876,"Walke &quot;These are the stories that came to me to be told after the
close of a magical marriage to an extraordinary man that ended in a
less-than-magical divorce.",5
0679737898,"P.J. O&#39;Rourke does it again. You hate yourself for laughing, but
so much of it is true.",7
0766607135,"Retells the adventures of a French professor and his two companions as
they sail above and below the world&#39;s oceans as prisoners on the
fabulous electric submarine of the deranged Captain Nemo.",9
0393312461,"Drawing on her journals, letters, dreams, memories, and careful
readings of many poets, the award-winning poet reflects on the
influence of literature on American life and politics today",5
0316781010,"At a turn-of-the-century coastal resort in New Hampshire, young
Olympia Biddeford is drawn into an intense love affair with a much
older man, John Haskell, a married physician and activist, an affair
that has a profound and long-reaching ...",7
0440049245,"The choice Lindsay Howard made after her young husband&#39;s accident
would outrage some people and inspire others.",10
0399145427,"CBS Radio commentator Charles Osgood shares his witty and wise
observations on modern life, presenting more than one hundred essays
on topics ranging from psychopaths and politicians to earthquakes,
potholes, credit cards, and more. 35,000 ...",9
0943734150,"In nearly three decades, she walked more than 25,000 miles, carrying
her possessions in her blue tunic and spreading her belief about
peace: overcome evil with good, and falsehood with truth, and hatred
with love.",10
1893361764,"With arresting clarity, Journeys of Simplicity offers vignettes of
forty travelers and the few, ordinary things they carried with them--
from place to place, from day to day, from birth to death.",6
158542160X,"Recollecting her &quot;simple living&quot; ideal, a renowned spiritual
editor presents a thought-provoking volume that focuses on the
importance of measuring life through experience, not by possessions or
accomplishments.",5
0380727145,"While Graf von Dracula commands the German army and Baron von
Richthofen spreads terror in the skies during World War I, a
resurrected Edgar Allan Poe is commissioned by the Germans to write a
fabulous biography of the Red Baron",8
1592866220,"More importantly this story is about courage and perseverance, of
abuse -- sexual, physical, verbal -- but not just about the abuse, but
also the nightmares that echo long after the damage is done.",10
0451186648,"Twin Cities investigative reporter Rick Beanblossom&#39;s family
becomes the target of a terrifying copycat crime on the anniversary of
the 1932 Lindberg kidnapping. Reprint.",7
0684856603,"The best-selling author of You Belong to Me and Silent Night presents
an inspiring new holiday mystery that features Alvirah and Willy, two
popular characters from The Lottery Winner. (Mystery).",7
0553351672,"Journeying back in time to the year 1320, twenty-first century Oxford
woman Kivrin arrives in the past during the outbreak of a deadly
epidemic",7
044021789X,"Claude Rawlings, a poverty-stricken young man, feels stymied by life,
until he finds an old piano and embarks on a musical odyssey that
takes him into a world of wealth, power, and fame",8
0679776591,"A young orphan smuggled out of Poland during World War II, poet Jakob
Beer, comes to understand the extraordinary power of language to
destroy, restore, and witness as he struggles to cope with both grief
and the healing of memory",7
0553273914,"A magnificent saga of proud and passionate men and women and the
turbulent times through which they suffer and triumph. They are the
Truebas. And theirs is a world you will not want to leave, and one you
will not forget.",5
0451204379,Fourth in the USA-Today bestselling Leigh Koslow Mystery Series!,10
1561796786,"Clairmont explores 32 different qualities, including graciousness and
hospitality, unique to women, and tells women how to better understand
their emotional strengths.",5
0373702604,"What Comes Naturally by Gail Hamilton released on Mar 25, 1987 is
available now for purchase.",7
0812550706,"Between the three of them lie the abilities to remake a world. If,
that is, the world survives. Orson Scott Card&#39;s Ender&#39;s Game
is the winner of the 1985 Nebula Award for Best Novel and the 1986
Hugo Award for Best Novel.",8
1559723327,"Explains the underlying issues of compulsive eating, including poor
eating habits, and tells how women can reconnect with their inherent
inner wisdom",9
0671027573,"Now, with the help of Jaine&#39;s neighbor, an unpredictable police
detective, the puzzle must be solved as the dream of Mr. Perfect
becomes a chilling nightmare.",6
0140293248,"In the critically acclaimed collection of stories, heroine Jane
Rosenal embarks on a perilous and hilariouis personal journey into the
realm of dating, love, work, and relationships. Reprint. Reprint.",7
073850968X,"With more than two hundred images, most of them never previously
published, Bellport Village and Brookhaven Hamlet visits the late
1800s and the first half of the 1900s, capturing the buildings,
people, activities, and events that defined ...",10
0394752996,"In medieval Norway, spirited and passionate Kristin Lavransdatter must
choose between the honor of her proud father and her own loyalty and
devotion to the man she loves Volume one of the trilogy; Kristin&#39;s
girlhood.",10
0684865343,"A caninepsychology expert discusses how to effectively communicate
with your dog, showing how dogs can recognize up to 140 words,
providing insights on how to develop a reciprocal level of
communication with a pet, addressing body language, ...",8
1400032717,"Despite his overwhelming fear of interacting with people, Christopher,
a mathematically-gifted, autistic fifteen-year-old boy, decides to
investigate the murder of a neighbor&#39;s dog and uncovers secret
information about his mother.",8
0553284347,"The connection between controlling abusive or alcoholic parents and
adult problems with self-esteem, work, or intimacy is examined in a
compelling guide to coming to terms with a troubled childhood",8
0553572377,"Participating in the annual steeplechase races at Montpelier,
postmistress Mary Minor &quot;Harry&quot; Haristeen investigates a
jockey&#39;s murder with the help of her sleuthing tiger cat, Mrs.
Murphy",5
0380812002,"Halloween Night, 1954.",8
0789726912,"Provides essays and daily tips on Windows, Macs, AOL, the Web,
viruses, computer maintenance, buying, privacy, and terminology.",10
1857022424,"The Third Edition of this market-leading text has been updated and
expanded with contemporary case material and more detailed coverage of
the main topics and trends in corporate communication.",8
0732257182,Synopsis coming soon.......,5
0385261470,"When Jake Grafton is put in charge of the Pentagon&#39;s top secret
Stealth aircraft project, he learns the project may have already been
compromised by a high-level Soviet mole",9
0786810998,"Nicknamed &quot;Loch&quot; after claiming to see a lake monster as a
small boy, fifteen-year-old Luke Perkins and his sister, Zaidee, join
their oceanographer father on an expedition searching for prehistoric
sea creatures. Reprint.",3
0758201362,"An idyllic retreat for women located in rural Sydonia, Texas, the
Ladies&#39; Farm is owned and operated by four friends, each with
their own secrets, but when the widow of a notorious womanizer, who
was well-known to several members of the ...",8
0143001027,"Confronting and compelling, this is an incredible story about a
callous and calculated crime.",7
